period,lat,lon,parking,d
13,37.52131,126.893241,1,
14,37.52131,126.893241,0.5,
15,37.52131,126.893241,0,
16,37.52603,126.903991,0,
17,37.53125,126.914931,9.5,
18,37.53125,126.914931,9,
19,37.53125,126.914931,8.5,
20,37.53125,126.914931,8,
21,37.53125,126.914931,7.5,
22,37.53125,126.914931,7,
23,37.53125,126.914931,6.5,
24,37.53125,126.914931,6,
25,37.53125,126.914931,5.5,
26,37.53125,126.914931,5,
27,37.53125,126.914931,4.5,
28,37.53125,126.914931,4,
29,37.53125,126.914931,3.5,
30,37.53125,126.914931,3,
31,37.53125,126.914931,2.5,
32,37.53125,126.914931,2,
33,37.53125,126.914931,1.5,
34,37.53125,126.914931,1,
35,37.53125,126.914931,0.5,
36,37.53125,126.914931,0,
37,37.52703,126.914931,0,
38,37.52131,126.914931,12.5,
39,37.52131,126.914931,12,
40,37.52131,126.903961,11.5,
41,37.52131,126.893161,11,
42,37.52131,126.893161,10.5,
43,37.52131,126.893161,10,
44,37.52131,126.893161,9.5,
45,37.52131,126.893161,9,
46,37.52131,126.893161,8.5,
47,37.52131,126.893161,8,
48,37.52131,126.893161,7.5,
1,37.52131,126.893161,7,
2,37.52131,126.893161,6.5,
3,37.52131,126.893161,6,
4,37.52131,126.893161,5.5,
5,37.52131,126.893161,5,
6,37.52131,126.893161,4.5,
7,37.52131,126.893161,4,
8,37.52131,126.893161,3.5,
9,37.52131,126.893161,3,
10,37.52131,126.893161,2.5,
11,37.52131,126.893161,2,
12,37.52131,126.893161,1.5,
13,37.52131,126.893161,1,
14,37.52131,126.893161,0.5,
15,37.52131,126.893161,0,
16,37.52653,126.903941,0,
17,37.53235,126.914861,9.5,
18,37.53235,126.914861,9,
19,37.53235,126.914861,8.5,
20,37.53235,126.914861,8,
21,37.53235,126.914861,7.5,
22,37.53235,126.914861,7,
23,37.53235,126.914861,6.5,
24,37.53235,126.914861,6,
25,37.53235,126.914861,5.5,
26,37.53235,126.914861,5,
27,37.53235,126.914861,4.5,
28,37.53235,126.914861,4,
29,37.53235,126.914861,3.5,
30,37.53235,126.914861,3,
31,37.53235,126.914861,2.5,
32,37.53235,126.914861,2,
33,37.53235,126.914861,1.5,
34,37.53235,126.914861,1,
35,37.53235,126.914861,0.5,
36,37.53235,126.914861,0,
37,37.52543,126.914861,0,
38,37.52101,126.914861,12.5,
39,37.52101,126.914861,12,
40,37.52101,126.904101,11.5,
41,37.52101,126.893201,11,
42,37.52101,126.893201,10.5,
43,37.52101,126.893201,10,
44,37.52101,126.893201,9.5,
45,37.52101,126.893201,9,
46,37.52101,126.893201,8.5,
47,37.52101,126.893201,8,
48,37.52101,126.893201,7.5,
1,37.52101,126.893201,7,
2,37.52101,126.893201,6.5,
3,37.52101,126.893201,6,
4,37.52101,126.893201,5.5,
5,37.52101,126.893201,5,
6,37.52101,126.893201,4.5,
7,37.52101,126.893201,4,
8,37.52101,126.893201,3.5,
9,37.52101,126.893201,3,
10,37.52101,126.893201,2.5,
11,37.52101,126.893201,2,
12,37.52101,126.893201,1.5,
13,37.52101,126.893201,1,
14,37.52101,126.893201,0.5,
15,37.52101,126.893201,0,
16,37.52663,126.904071,0,
17,37.53085,126.914961,9.5,
18,37.53085,126.914961,9,
19,37.53085,126.914961,8.5,
20,37.53085,126.914961,8,
21,37.53085,126.914961,7.5,
22,37.53085,126.914961,7,
23,37.53085,126.914961,6.5,
24,37.53085,126.914961,6,
25,37.53085,126.914961,5.5,
26,37.53085,126.914961,5,
27,37.53085,126.914961,4.5,
28,37.53085,126.914961,4,
29,37.53085,126.914961,3.5,
30,37.53085,126.914961,3,
31,37.53085,126.914961,2.5,
32,37.53085,126.914961,2,
33,37.53085,126.914961,1.5,
34,37.53085,126.914961,1,
35,37.53085,126.914961,0.5,
36,37.53085,126.914961,0,
37,37.52573,126.914961,0,
38,37.52091,126.914961,9.5,
39,37.52091,126.914961,9,
40,37.52091,126.904091,8.5,
41,37.52091,126.893201,8,
42,37.52091,126.893201,7.5,
43,37.52091,126.893201,7,
44,37.52091,126.893201,6.5,
45,37.52091,126.893201,6,
46,37.52091,126.893201,5.5,
47,37.52091,126.893201,5,
48,37.52091,126.893201,4.5,
1,37.52091,126.893201,4,
2,37.52091,126.893201,3.5,
3,37.52091,126.893201,3,
4,37.52091,126.893201,2.5,
5,37.52091,126.893201,2,
6,37.52091,126.893201,1.5,
7,37.52091,126.893201,1,
8,37.52091,126.893201,0.5,
9,37.52091,126.893201,0,
10,37.517527,126.894958,0,
11,37.52091,126.893201,2,
12,37.52091,126.893201,1.5,
13,37.52091,126.893201,1,
14,37.52091,126.893201,0.5,
15,37.52091,126.893201,0,
16,37.52733,126.904101,0,
17,37.53175,126.914901,9.5,
18,37.53175,126.914901,9,
19,37.53175,126.914901,8.5,
20,37.53175,126.914901,8,
21,37.53175,126.914901,7.5,
22,37.53175,126.914901,7,
23,37.53175,126.914901,6.5,
24,37.53175,126.914901,6,
25,37.53175,126.914901,5.5,
26,37.53175,126.914901,5,
27,37.53175,126.914901,4.5,
28,37.53175,126.914901,4,
29,37.53175,126.914901,3.5,
30,37.53175,126.914901,3,
31,37.53175,126.914901,2.5,
32,37.53175,126.914901,2,
33,37.53175,126.914901,1.5,
34,37.53175,126.914901,1,
35,37.53175,126.914901,0.5,
36,37.53175,126.914901,0,
37,37.52573,126.914901,0,
38,37.52201,126.914901,4,
39,37.52201,126.914901,3.5,
40,37.52201,126.904021,3,
41,37.52201,126.893231,2.5,
42,37.52201,126.893231,2,
43,37.52201,126.893231,1.5,
44,37.52201,126.893231,1,
45,37.52201,126.893231,0.5,
46,37.52201,126.893231,0,
47,37.521403,126.924398,0,
48,37.487865,126.90058,0,
1,37.513063,126.926114,0,
2,37.538322,126.892554,0,
3,37.528993,126.916888,0,
4,37.52201,126.893231,0,
5,37.517352,126.927574,0,
6,37.52201,126.893231,4.5,
7,37.52201,126.893231,4,
8,37.52201,126.893231,3.5,
9,37.52201,126.893231,3,
10,37.52201,126.893231,2.5,
11,37.52201,126.893231,2,
12,37.52201,126.893231,1.5,
13,37.52201,126.893231,1,
14,37.52201,126.893231,0.5,
15,37.52201,126.893231,0,
16,37.52713,126.903971,0,
17,37.53095,126.915011,0,
18,37.541125,126.898219,0,
19,37.53095,126.915011,8.5,
20,37.53095,126.915011,8,
21,37.53095,126.915011,7.5,
22,37.53095,126.915011,7,
23,37.53095,126.915011,6.5,
24,37.53095,126.915011,6,
25,37.53095,126.915011,5.5,
26,37.53095,126.915011,5,
27,37.53095,126.915011,4.5,
28,37.53095,126.915011,4,
29,37.53095,126.915011,3.5,
30,37.53095,126.915011,3,
31,37.53095,126.915011,2.5,
32,37.53095,126.915011,2,
33,37.53095,126.915011,1.5,
34,37.53095,126.915011,1,
35,37.53095,126.915011,0.5,
36,37.53095,126.915011,0,
37,37.52713,126.915011,0,
38,37.52001,126.915011,12.5,
39,37.52001,126.915011,12,
40,37.52001,126.904101,11.5,
41,37.52001,126.893121,11,
42,37.52001,126.893121,10.5,
43,37.52001,126.893121,10,
44,37.52001,126.893121,9.5,
45,37.52001,126.893121,9,
46,37.52001,126.893121,8.5,
47,37.52001,126.893121,8,
48,37.52001,126.893121,7.5,
1,37.52001,126.893121,7,
2,37.52001,126.893121,6.5,
3,37.52001,126.893121,6,
4,37.52001,126.893121,5.5,
5,37.52001,126.893121,5,
6,37.52001,126.893121,4.5,
7,37.52001,126.893121,4,
8,37.52001,126.893121,3.5,
9,37.52001,126.893121,3,
10,37.52001,126.893121,2.5,
11,37.52001,126.893121,2,
12,37.52001,126.893121,1.5,
13,37.52001,126.893121,1,
14,37.52001,126.893121,0.5,
15,37.52001,126.893121,0,
16,37.52683,126.904111,0,
17,37.53165,126.914841,9.5,
18,37.53165,126.914841,9,
19,37.53165,126.914841,8.5,
20,37.53165,126.914841,8,
21,37.53165,126.914841,7.5,
22,37.53165,126.914841,7,
23,37.53165,126.914841,6.5,
24,37.53165,126.914841,6,
25,37.53165,126.914841,5.5,
26,37.53165,126.914841,5,
27,37.53165,126.914841,4.5,
28,37.53165,126.914841,4,
29,37.53165,126.914841,3.5,
30,37.53165,126.914841,3,
31,37.53165,126.914841,2.5,
32,37.53165,126.914841,2,
33,37.53165,126.914841,1.5,
34,37.53165,126.914841,1,
35,37.53165,126.914841,0.5,
36,37.53165,126.914841,0,
37,37.52733,126.914841,0,
38,37.52121,126.914841,9.5,
39,37.52121,126.914841,9,
40,37.52121,126.903961,8.5,
41,37.52121,126.893071,8,
42,37.52121,126.893071,7.5,
43,37.52121,126.893071,7,
44,37.52121,126.893071,6.5,
45,37.52121,126.893071,6,
46,37.52121,126.893071,5.5,
47,37.52121,126.893071,5,
48,37.52121,126.893071,4.5,
1,37.52121,126.893071,4,
2,37.52121,126.893071,3.5,
3,37.52121,126.893071,3,
4,37.52121,126.893071,2.5,
5,37.52121,126.893071,2,
6,37.52121,126.893071,1.5,
7,37.52121,126.893071,1,
8,37.52121,126.893071,0.5,
9,37.52121,126.893071,0,
10,37.505949,126.910622,0,
11,37.52121,126.893071,2,
12,37.52121,126.893071,1.5,
13,37.52121,126.893071,1,
14,37.52121,126.893071,0.5,
15,37.52121,126.893071,0,
16,37.52643,126.903971,0,
17,37.53135,126.914941,9.5,
18,37.53135,126.914941,9,
19,37.53135,126.914941,8.5,
20,37.53135,126.914941,8,
21,37.53135,126.914941,7.5,
22,37.53135,126.914941,7,
23,37.53135,126.914941,6.5,
24,37.53135,126.914941,6,
25,37.53135,126.914941,5.5,
26,37.53135,126.914941,5,
27,37.53135,126.914941,4.5,
28,37.53135,126.914941,4,
29,37.53135,126.914941,3.5,
30,37.53135,126.914941,3,
31,37.53135,126.914941,2.5,
32,37.53135,126.914941,2,
33,37.53135,126.914941,1.5,
34,37.53135,126.914941,1,
35,37.53135,126.914941,0.5,
36,37.53135,126.914941,0,
37,37.52573,126.914941,0,
38,37.52111,126.914941,12.5,
39,37.52111,126.914941,12,
40,37.52111,126.903951,11.5,
41,37.52111,126.893051,11,
42,37.52111,126.893051,10.5,
43,37.52111,126.893051,10,
44,37.52111,126.893051,9.5,
45,37.52111,126.893051,9,
46,37.52111,126.893051,8.5,
47,37.52111,126.893051,8,
48,37.52111,126.893051,7.5,
1,37.52111,126.893051,7,
2,37.52111,126.893051,6.5,
3,37.52111,126.893051,6,
4,37.52111,126.893051,5.5,
5,37.52111,126.893051,5,
6,37.52111,126.893051,4.5,
7,37.52111,126.893051,4,
8,37.52111,126.893051,3.5,
9,37.52111,126.893051,3,
10,37.52111,126.893051,2.5,
11,37.52111,126.893051,2,
12,37.52111,126.893051,1.5,
13,37.52111,126.893051,1,
14,37.52111,126.893051,0.5,
15,37.52111,126.893051,0,
16,37.52743,126.904131,0,
17,37.53155,126.914921,9,
18,37.53155,126.914921,8.5,
19,37.53155,126.914921,8,
20,37.53155,126.914921,7.5,
21,37.53155,126.914921,7,
22,37.53155,126.914921,6.5,
23,37.53155,126.914921,6,
24,37.53155,126.914921,5.5,
25,37.53155,126.914921,5,
26,37.53155,126.914921,4.5,
27,37.53155,126.914921,4,
28,37.53155,126.914921,3.5,
29,37.53155,126.914921,3,
30,37.53155,126.914921,2.5,
31,37.53155,126.914921,2,
32,37.53155,126.914921,1.5,
33,37.53155,126.914921,1,
34,37.53155,126.914921,0.5,
35,37.53155,126.914921,0,
36,37.510426,126.910278,0,
37,37.52593,126.914921,0,
38,37.52001,126.914921,12.5,
39,37.52001,126.914921,12,
40,37.52001,126.903961,11.5,
41,37.52001,126.893061,11,
42,37.52001,126.893061,10.5,
43,37.52001,126.893061,10,
44,37.52001,126.893061,9.5,
45,37.52001,126.893061,9,
46,37.52001,126.893061,8.5,
47,37.52001,126.893061,8,
48,37.52001,126.893061,7.5,
1,37.52001,126.893061,7,
2,37.52001,126.893061,6.5,
3,37.52001,126.893061,6,
4,37.52001,126.893061,5.5,
5,37.52001,126.893061,5,
6,37.52001,126.893061,4.5,
7,37.52001,126.893061,4,
8,37.52001,126.893061,3.5,
9,37.52001,126.893061,3,
10,37.52001,126.893061,2.5,
11,37.52001,126.893061,2,
12,37.52001,126.893061,1.5,
13,37.52001,126.893061,1,
14,37.52001,126.893061,0.5,
15,37.52001,126.893061,0,
16,37.52563,126.903971,0,
17,37.53195,126.914951,9.5,
18,37.53195,126.914951,9,
19,37.53195,126.914951,8.5,
20,37.53195,126.914951,8,
21,37.53195,126.914951,7.5,
22,37.53195,126.914951,7,
23,37.53195,126.914951,6.5,
24,37.53195,126.914951,6,
25,37.53195,126.914951,5.5,
26,37.53195,126.914951,5,
27,37.53195,126.914951,4.5,
28,37.53195,126.914951,4,
29,37.53195,126.914951,3.5,
30,37.53195,126.914951,3,
31,37.53195,126.914951,2.5,
32,37.53195,126.914951,2,
33,37.53195,126.914951,1.5,
34,37.53195,126.914951,1,
35,37.53195,126.914951,0.5,
36,37.53195,126.914951,0,
37,37.52663,126.914951,0,
38,37.52081,126.914951,12.5,
39,37.52081,126.914951,12,
40,37.52081,126.904131,11.5,
41,37.52081,126.893041,11,
42,37.52081,126.893041,10.5,
43,37.52081,126.893041,10,
44,37.52081,126.893041,9.5,
45,37.52081,126.893041,9,
46,37.52081,126.893041,8.5,
47,37.52081,126.893041,8,
48,37.52081,126.893041,7.5,
1,37.52081,126.893041,7,
2,37.52081,126.893041,6.5,
3,37.52081,126.893041,6,
4,37.52081,126.893041,5.5,
5,37.52081,126.893041,5,
6,37.52081,126.893041,4.5,
7,37.52081,126.893041,4,
8,37.52081,126.893041,3.5,
9,37.52081,126.893041,3,
10,37.52081,126.893041,2.5,
11,37.52081,126.893041,2,
12,37.52081,126.893041,1.5,
13,37.52081,126.893041,1,
14,37.52081,126.893041,0.5,
15,37.52081,126.893041,0,
16,37.52693,126.903961,0,
17,37.53225,126.914991,9.5,
18,37.53225,126.914991,9,
19,37.53225,126.914991,8.5,
20,37.53225,126.914991,8,
21,37.53225,126.914991,7.5,
22,37.53225,126.914991,7,
23,37.53225,126.914991,6.5,
24,37.53225,126.914991,6,
25,37.53225,126.914991,5.5,
26,37.53225,126.914991,5,
27,37.53225,126.914991,4.5,
28,37.53225,126.914991,4,
29,37.53225,126.914991,3.5,
30,37.53225,126.914991,3,
31,37.53225,126.914991,2.5,
32,37.53225,126.914991,2,
33,37.53225,126.914991,1.5,
34,37.53225,126.914991,1,
35,37.53225,126.914991,0.5,
36,37.53225,126.914991,0,
37,37.52673,126.914991,0,
38,37.52061,126.914991,5,
39,37.52061,126.914991,4.5,
40,37.52061,126.903951,4,
41,37.52061,126.893041,3.5,
42,37.52061,126.893041,3,
43,37.52061,126.893041,2.5,
44,37.52061,126.893041,2,
45,37.52061,126.893041,1.5,
46,37.52061,126.893041,1,
47,37.52061,126.893041,0.5,
48,37.52061,126.893041,0,
1,37.487865,126.90058,0,
2,37.538322,126.892554,0,
3,37.524092,126.895859,0,
4,37.49985,126.898155,0,
5,37.525956,126.911091,0,
6,37.52061,126.893041,4.5,
7,37.52061,126.893041,4,
8,37.52061,126.893041,3.5,
9,37.52061,126.893041,3,
10,37.52061,126.893041,2.5,
11,37.52061,126.893041,2,
12,37.52061,126.893041,1.5,
13,37.52061,126.893041,1,
14,37.52061,126.893041,0.5,
15,37.52061,126.893041,0,
16,37.52633,126.904001,0,
17,37.53125,126.914861,9.5,
18,37.53125,126.914861,9,
19,37.53125,126.914861,8.5,
20,37.53125,126.914861,8,
21,37.53125,126.914861,7.5,
22,37.53125,126.914861,7,
23,37.53125,126.914861,6.5,
24,37.53125,126.914861,6,
25,37.53125,126.914861,5.5,
26,37.53125,126.914861,5,
27,37.53125,126.914861,4.5,
28,37.53125,126.914861,4,
29,37.53125,126.914861,3.5,
30,37.53125,126.914861,3,
31,37.53125,126.914861,2.5,
32,37.53125,126.914861,2,
33,37.53125,126.914861,1.5,
34,37.53125,126.914861,1,
35,37.53125,126.914861,0.5,
36,37.53125,126.914861,0,
37,37.52583,126.914861,0,
38,37.52001,126.914861,12.5,
39,37.52001,126.914861,12,
40,37.52001,126.903991,11.5,
41,37.52001,126.893061,11,
42,37.52001,126.893061,10.5,
43,37.52001,126.893061,10,
44,37.52001,126.893061,9.5,
45,37.52001,126.893061,9,
46,37.52001,126.893061,8.5,
47,37.52001,126.893061,8,
48,37.52001,126.893061,7.5,
1,37.52001,126.893061,7,
2,37.52001,126.893061,6.5,
3,37.52001,126.893061,6,
4,37.52001,126.893061,5.5,
5,37.52001,126.893061,5,
6,37.52001,126.893061,4.5,
7,37.52001,126.893061,4,
8,37.52001,126.893061,3.5,
9,37.52001,126.893061,3,
10,37.52001,126.893061,2.5,
11,37.52001,126.893061,2,
12,37.52001,126.893061,1.5,
13,37.52001,126.893061,1,
14,37.52001,126.893061,0.5,
15,37.52001,126.893061,0,
16,37.52683,126.903941,0,
17,37.53185,126.914971,7.5,
18,37.53185,126.914971,7,
19,37.53185,126.914971,6.5,
20,37.53185,126.914971,6,
21,37.53185,126.914971,5.5,
22,37.53185,126.914971,5,
23,37.53185,126.914971,4.5,
24,37.53185,126.914971,4,
25,37.53185,126.914971,3.5,
26,37.53185,126.914971,3,
27,37.53185,126.914971,2.5,
28,37.53185,126.914971,2,
29,37.53185,126.914971,1.5,
30,37.53185,126.914971,1,
31,37.53185,126.914971,0.5,
32,37.53185,126.914971,0,
33,37.505949,126.910622,0,
34,37.541125,126.898219,0,
35,37.517527,126.894958,0,
36,37.53185,126.914971,0,
37,37.52723,126.914971,0,
38,37.52011,126.914971,12.5,
39,37.52011,126.914971,12,
40,37.52011,126.904011,11.5,
41,37.52011,126.893041,11,
42,37.52011,126.893041,10.5,
43,37.52011,126.893041,10,
44,37.52011,126.893041,9.5,
45,37.52011,126.893041,9,
46,37.52011,126.893041,8.5,
47,37.52011,126.893041,8,
48,37.52011,126.893041,7.5,
1,37.52011,126.893041,7,
2,37.52011,126.893041,6.5,
3,37.52011,126.893041,6,
4,37.52011,126.893041,5.5,
5,37.52011,126.893041,5,
6,37.52011,126.893041,4.5,
7,37.52011,126.893041,4,
8,37.52011,126.893041,3.5,
9,37.52011,126.893041,3,
10,37.52011,126.893041,2.5,
11,37.52011,126.893041,2,
12,37.52011,126.893041,1.5,
13,37.52011,126.893041,1,
14,37.52011,126.893041,0.5,
15,37.52011,126.893041,0,
16,37.52733,126.904021,0,
17,37.53195,126.914951,9.5,
18,37.53195,126.914951,9,
19,37.53195,126.914951,8.5,
20,37.53195,126.914951,8,
21,37.53195,126.914951,7.5,
22,37.53195,126.914951,7,
23,37.53195,126.914951,6.5,
24,37.53195,126.914951,6,
25,37.53195,126.914951,5.5,
26,37.53195,126.914951,5,
27,37.53195,126.914951,4.5,
28,37.53195,126.914951,4,
29,37.53195,126.914951,3.5,
30,37.53195,126.914951,3,
31,37.53195,126.914951,2.5,
32,37.53195,126.914951,2,
33,37.53195,126.914951,1.5,
34,37.53195,126.914951,1,
35,37.53195,126.914951,0.5,
36,37.53195,126.914951,0,
37,37.52663,126.914951,0,
38,37.52061,126.914951,12.5,
39,37.52061,126.914951,12,
40,37.52061,126.904121,11.5,
41,37.52061,126.893131,11,
42,37.52061,126.893131,10.5,
43,37.52061,126.893131,10,
44,37.52061,126.893131,9.5,
45,37.52061,126.893131,9,
46,37.52061,126.893131,8.5,
47,37.52061,126.893131,8,
48,37.52061,126.893131,7.5,
1,37.52061,126.893131,7,
2,37.52061,126.893131,6.5,
3,37.52061,126.893131,6,
4,37.52061,126.893131,5.5,
5,37.52061,126.893131,5,
6,37.52061,126.893131,4.5,
7,37.52061,126.893131,4,
8,37.52061,126.893131,3.5,
9,37.52061,126.893131,3,
10,37.52061,126.893131,2.5,
11,37.52061,126.893131,2,
12,37.52061,126.893131,1.5,
13,37.52061,126.893131,1,
14,37.52061,126.893131,0.5,
15,37.52061,126.893131,0,
16,37.52613,126.903981,0,
17,37.53105,126.914901,9.5,
18,37.53105,126.914901,9,
19,37.53105,126.914901,8.5,
20,37.53105,126.914901,8,
21,37.53105,126.914901,7.5,
22,37.53105,126.914901,7,
23,37.53105,126.914901,6.5,
24,37.53105,126.914901,6,
25,37.53105,126.914901,5.5,
26,37.53105,126.914901,5,
27,37.53105,126.914901,4.5,
28,37.53105,126.914901,4,
29,37.53105,126.914901,3.5,
30,37.53105,126.914901,3,
31,37.53105,126.914901,2.5,
32,37.53105,126.914901,2,
33,37.53105,126.914901,1.5,
34,37.53105,126.914901,1,
35,37.53105,126.914901,0.5,
36,37.53105,126.914901,0,
37,37.52573,126.914901,0,
38,37.52161,126.914901,12.5,
39,37.52161,126.914901,12,
40,37.52161,126.904121,11.5,
41,37.52161,126.893191,11,
42,37.52161,126.893191,10.5,
43,37.52161,126.893191,10,
44,37.52161,126.893191,9.5,
45,37.52161,126.893191,9,
46,37.52161,126.893191,8.5,
47,37.52161,126.893191,8,
48,37.52161,126.893191,7.5,
1,37.52161,126.893191,7,
2,37.52161,126.893191,6.5,
3,37.52161,126.893191,6,
4,37.52161,126.893191,5.5,
5,37.52161,126.893191,5,
6,37.52161,126.893191,4.5,
7,37.52161,126.893191,4,
8,37.52161,126.893191,3.5,
9,37.52161,126.893191,3,
10,37.52161,126.893191,2.5,
11,37.52161,126.893191,2,
12,37.52161,126.893191,1.5,
13,37.52161,126.893191,1,
14,37.52161,126.893191,0.5,
15,37.52161,126.893191,0,
16,37.52593,126.903971,0,
17,37.53095,126.915021,2.5,
18,37.53095,126.915021,2,
19,37.53095,126.915021,1.5,
20,37.53095,126.915021,1,
21,37.53095,126.915021,0.5,
22,37.53095,126.915021,0,
23,37.500165,126.909248,0,
24,37.521403,126.924398,0,
25,37.522594,126.905258,0,
26,37.53095,126.915021,5,
27,37.53095,126.915021,4.5,
28,37.53095,126.915021,4,
29,37.53095,126.915021,3.5,
30,37.53095,126.915021,3,
31,37.53095,126.915021,2.5,
32,37.53095,126.915021,2,
33,37.53095,126.915021,1.5,
34,37.53095,126.915021,1,
35,37.53095,126.915021,0.5,
36,37.53095,126.915021,0,
37,37.52593,126.915021,0,
38,37.52081,126.915021,12.5,
39,37.52081,126.915021,12,
40,37.52081,126.904011,11.5,
41,37.52081,126.893061,11,
42,37.52081,126.893061,10.5,
43,37.52081,126.893061,10,
44,37.52081,126.893061,9.5,
45,37.52081,126.893061,9,
46,37.52081,126.893061,8.5,
47,37.52081,126.893061,8,
48,37.52081,126.893061,7.5,
1,37.52081,126.893061,7,
2,37.52081,126.893061,6.5,
3,37.52081,126.893061,6,
4,37.52081,126.893061,5.5,
5,37.52081,126.893061,5,
6,37.52081,126.893061,4.5,
7,37.52081,126.893061,4,
8,37.52081,126.893061,3.5,
9,37.52081,126.893061,3,
10,37.52081,126.893061,2.5,
11,37.52081,126.893061,2,
12,37.52081,126.893061,1.5,
13,37.52081,126.893061,1,
14,37.52081,126.893061,0.5,
15,37.52081,126.893061,0,
16,37.52653,126.904021,0,
17,37.53175,126.914831,9.5,
18,37.53175,126.914831,9,
19,37.53175,126.914831,8.5,
20,37.53175,126.914831,8,
21,37.53175,126.914831,7.5,
22,37.53175,126.914831,7,
23,37.53175,126.914831,6.5,
24,37.53175,126.914831,6,
25,37.53175,126.914831,5.5,
26,37.53175,126.914831,5,
27,37.53175,126.914831,4.5,
28,37.53175,126.914831,4,
29,37.53175,126.914831,3.5,
30,37.53175,126.914831,3,
31,37.53175,126.914831,2.5,
32,37.53175,126.914831,2,
33,37.53175,126.914831,1.5,
34,37.53175,126.914831,1,
35,37.53175,126.914831,0.5,
36,37.53175,126.914831,0,
37,37.52633,126.914831,0,
38,37.52061,126.914831,6.5,
39,37.52061,126.914831,6,
40,37.52061,126.903941,5.5,
41,37.52061,126.893231,5,
42,37.52061,126.893231,4.5,
43,37.52061,126.893231,4,
44,37.52061,126.893231,3.5,
45,37.52061,126.893231,3,
46,37.52061,126.893231,2.5,
47,37.52061,126.893231,2,
48,37.52061,126.893231,1.5,
1,37.52061,126.893231,1,
2,37.52061,126.893231,0.5,
3,37.52061,126.893231,0,
4,37.524092,126.895859,0,
5,37.533885,126.90191,0,
6,37.52061,126.893231,4.5,
7,37.52061,126.893231,4,
8,37.52061,126.893231,3.5,
9,37.52061,126.893231,3,
10,37.52061,126.893231,2.5,
11,37.52061,126.893231,2,
12,37.52061,126.893231,1.5,
13,37.52061,126.893231,1,
14,37.52061,126.893231,0.5,
15,37.52061,126.893231,0,
16,37.52683,126.904041,0,
17,37.53125,126.914881,7.5,
18,37.53125,126.914881,7,
19,37.53125,126.914881,6.5,
20,37.53125,126.914881,6,
21,37.53125,126.914881,5.5,
22,37.53125,126.914881,5,
23,37.53125,126.914881,4.5,
24,37.53125,126.914881,4,
25,37.53125,126.914881,3.5,
26,37.53125,126.914881,3,
27,37.53125,126.914881,2.5,
28,37.53125,126.914881,2,
29,37.53125,126.914881,1.5,
30,37.53125,126.914881,1,
31,37.53125,126.914881,0.5,
32,37.53125,126.914881,0,
33,37.528993,126.916888,0,
34,37.53125,126.914881,1,
35,37.53125,126.914881,0.5,
36,37.53125,126.914881,0,
37,37.52563,126.914881,0,
38,37.52091,126.914881,5,
39,37.52091,126.914881,4.5,
40,37.52091,126.904121,4,
41,37.52091,126.893141,3.5,
42,37.52091,126.893141,3,
43,37.52091,126.893141,2.5,
44,37.52091,126.893141,2,
45,37.52091,126.893141,1.5,
46,37.52091,126.893141,1,
47,37.52091,126.893141,0.5,
48,37.52091,126.893141,0,
1,37.499791,126.919634,0,
2,37.52091,126.893141,2,
3,37.52091,126.893141,1.5,
4,37.52091,126.893141,1,
5,37.52091,126.893141,0.5,
6,37.52091,126.893141,0,
7,37.521403,126.924398,0,
8,37.524092,126.895859,0,
9,37.52091,126.893141,3,
10,37.52091,126.893141,2.5,
11,37.52091,126.893141,2,
12,37.52091,126.893141,1.5,
13,37.52091,126.893141,1,
14,37.52091,126.893141,0.5,
15,37.52091,126.893141,0,
16,37.52643,126.904111,0,
17,37.53085,126.914871,9.5,
18,37.53085,126.914871,9,
19,37.53085,126.914871,8.5,
20,37.53085,126.914871,8,
21,37.53085,126.914871,7.5,
22,37.53085,126.914871,7,
23,37.53085,126.914871,6.5,
24,37.53085,126.914871,6,
25,37.53085,126.914871,5.5,
26,37.53085,126.914871,5,
27,37.53085,126.914871,4.5,
28,37.53085,126.914871,4,
29,37.53085,126.914871,3.5,
30,37.53085,126.914871,3,
31,37.53085,126.914871,2.5,
32,37.53085,126.914871,2,
33,37.53085,126.914871,1.5,
34,37.53085,126.914871,1,
35,37.53085,126.914871,0.5,
36,37.53085,126.914871,0,
37,37.52633,126.914871,0,
38,37.52101,126.914871,6,
39,37.52101,126.914871,5.5,
40,37.52101,126.904111,5,
41,37.52101,126.893071,4.5,
42,37.52101,126.893071,4,
43,37.52101,126.893071,3.5,
44,37.52101,126.893071,3,
45,37.52101,126.893071,2.5,
46,37.52101,126.893071,2,
47,37.52101,126.893071,1.5,
48,37.52101,126.893071,1,
1,37.52101,126.893071,0.5,
2,37.52101,126.893071,0,
3,37.49985,126.898155,0,
4,37.52101,126.893071,5.5,
5,37.52101,126.893071,5,
6,37.52101,126.893071,4.5,
7,37.52101,126.893071,4,
8,37.52101,126.893071,3.5,
9,37.52101,126.893071,3,
10,37.52101,126.893071,2.5,
11,37.52101,126.893071,2,
12,37.52101,126.893071,1.5,
13,37.52101,126.893071,1,
14,37.52101,126.893071,0.5,
15,37.52101,126.893071,0,
16,37.52563,126.904111,0,
17,37.53245,126.914821,9.5,
18,37.53245,126.914821,9,
19,37.53245,126.914821,8.5,
20,37.53245,126.914821,8,
21,37.53245,126.914821,7.5,
22,37.53245,126.914821,7,
23,37.53245,126.914821,6.5,
24,37.53245,126.914821,6,
25,37.53245,126.914821,5.5,
26,37.53245,126.914821,5,
27,37.53245,126.914821,4.5,
